day	app	value
58_04/16/2020	Sublime Text	104
58_04/16/2020	WhatsApp	0
58_04/16/2020	iMovie	0
58_04/16/2020	zoom.us	0
59_04/17/2020	Adobe Illustrator CC 2018	0
59_04/17/2020	FaceTime	0
59_04/17/2020	Firefox	0
59_04/17/2020	Google Chrome	0
59_04/17/2020	InDesign CC	4
59_04/17/2020	Keynote	0
59_04/17/2020	Lightroom	0
59_04/17/2020	Mail	0
59_04/17/2020	Microsoft PowerPoint	0
59_04/17/2020	Microsoft Teams	0
59_04/17/2020	Pages	0
59_04/17/2020	Photoshop CC	93
59_04/17/2020	Safari	282
59_04/17/2020	Skype	5
59_04/17/2020	Sublime Text	0
59_04/17/2020	WhatsApp	0
59_04/17/2020	iMovie	0
59_04/17/2020	zoom.us	0
60_04/18/2020	Adobe Illustrator CC 2018	0
60_04/18/2020	FaceTime	0
60_04/18/2020	Firefox	0
60_04/18/2020	Google Chrome	0
60_04/18/2020	InDesign CC	113
60_04/18/2020	Keynote	0
60_04/18/2020	Lightroom	0
60_04/18/2020	Mail	0
60_04/18/2020	Microsoft PowerPoint	0
60_04/18/2020	Microsoft Teams	1
60_04/18/2020	Pages	0
60_04/18/2020	Photoshop CC	164
60_04/18/2020	Safari	99
60_04/18/2020	Skype	97
60_04/18/2020	Sublime Text	0
60_04/18/2020	WhatsApp	0
60_04/18/2020	iMovie	0
60_04/18/2020	zoom.us	0
61_04/19/2020	Adobe Illustrator CC 2018	0
61_04/19/2020	FaceTime	0
61_04/19/2020	Firefox	0
61_04/19/2020	Google Chrome	0
61_04/19/2020	InDesign CC	95
61_04/19/2020	Keynote	0
61_04/19/2020	Lightroom	0
61_04/19/2020	Mail	0
61_04/19/2020	Microsoft PowerPoint	0
61_04/19/2020	Microsoft Teams	0
61_04/19/2020	Pages	0
61_04/19/2020	Photoshop CC	364
61_04/19/2020	Safari	53
61_04/19/2020	Skype	0
61_04/19/2020	Sublime Text	0
61_04/19/2020	WhatsApp	0
61_04/19/2020	iMovie	0
61_04/19/2020	zoom.us	0
62_04/20/2020	Adobe Illustrator CC 2018	0
62_04/20/2020	FaceTime	0
62_04/20/2020	Firefox	0
62_04/20/2020	Google Chrome	0
62_04/20/2020	InDesign CC	197
62_04/20/2020	Keynote	0
62_04/20/2020	Lightroom	0
62_04/20/2020	Mail	0
62_04/20/2020	Microsoft PowerPoint	0
62_04/20/2020	Microsoft Teams	64
62_04/20/2020	Pages	1
62_04/20/2020	Photoshop CC	57
62_04/20/2020	Safari	251
62_04/20/2020	Skype	105
62_04/20/2020	Sublime Text	0
62_04/20/2020	WhatsApp	0
62_04/20/2020	iMovie	4
62_04/20/2020	zoom.us	0
63_04/21/2020	Adobe Illustrator CC 2018	0
63_04/21/2020	FaceTime	0
63_04/21/2020	Firefox	0
63_04/21/2020	Google Chrome	0
63_04/21/2020	InDesign CC	115
63_04/21/2020	Keynote	0
63_04/21/2020	Lightroom	0
63_04/21/2020	Mail	0
63_04/21/2020	Microsoft PowerPoint	0
63_04/21/2020	Microsoft Teams	97
63_04/21/2020	Pages	0
63_04/21/2020	Photoshop CC	122
63_04/21/2020	Safari	414
63_04/21/2020	Skype	0
63_04/21/2020	Sublime Text	0
63_04/21/2020	WhatsApp	0
63_04/21/2020	iMovie	8
63_04/21/2020	zoom.us	0
64_04/22/2020	Adobe Illustrator CC 2018	4
64_04/22/2020	FaceTime	0
64_04/22/2020	Firefox	0
64_04/22/2020	Google Chrome	0
64_04/22/2020	InDesign CC	36
64_04/22/2020	Keynote	55
64_04/22/2020	Lightroom	0
64_04/22/2020	Mail	0
64_04/22/2020	Microsoft PowerPoint	0
64_04/22/2020	Microsoft Teams	147
64_04/22/2020	Pages	0
64_04/22/2020	Photoshop CC	27
64_04/22/2020	Safari	97
64_04/22/2020	Skype	77
64_04/22/2020	Sublime Text	0
64_04/22/2020	WhatsApp	0
64_04/22/2020	iMovie	0
64_04/22/2020	zoom.us	0
65_04/23/2020	Adobe Illustrator CC 2018	15
65_04/23/2020	FaceTime	0
65_04/23/2020	Firefox	0
65_04/23/2020	Google Chrome	0
65_04/23/2020	InDesign CC	18
65_04/23/2020	Keynote	73
65_04/23/2020	Lightroom	0
65_04/23/2020	Mail	0
65_04/23/2020	Microsoft PowerPoint	0
65_04/23/2020	Microsoft Teams	59
65_04/23/2020	Pages	0
65_04/23/2020	Photoshop CC	197
65_04/23/2020	Safari	245
65_04/23/2020	Skype	0
65_04/23/2020	Sublime Text	0
65_04/23/2020	WhatsApp	2
65_04/23/2020	iMovie	0
65_04/23/2020	zoom.us	0
66_04/24/2020	Adobe Illustrator CC 2018	2
66_04/24/2020	FaceTime	0
66_04/24/2020	Firefox	0
66_04/24/2020	Google Chrome	0
66_04/24/2020	InDesign CC	5
66_04/24/2020	Keynote	0
66_04/24/2020	Lightroom	0
66_04/24/2020	Mail	0
66_04/24/2020	Microsoft PowerPoint	0
66_04/24/2020	Microsoft Teams	64
66_04/24/2020	Pages	5
66_04/24/2020	Photoshop CC	5
66_04/24/2020	Safari	445
66_04/24/2020	Skype	61
66_04/24/2020	Sublime Text	0
66_04/24/2020	WhatsApp	3
66_04/24/2020	iMovie	0
66_04/24/2020	zoom.us	0
67_04/25/2020	Adobe Illustrator CC 2018	0
67_04/25/2020	FaceTime	0
67_04/25/2020	Firefox	0
67_04/25/2020	Google Chrome	0
67_04/25/2020	InDesign CC	0
67_04/25/2020	Keynote	0
67_04/25/2020	Lightroom	0
67_04/25/2020	Mail	0
67_04/25/2020	Microsoft PowerPoint	0
67_04/25/2020	Microsoft Teams	0
67_04/25/2020	Pages	0
67_04/25/2020	Photoshop CC	0
67_04/25/2020	Safari	224
67_04/25/2020	Skype	1
67_04/25/2020	Sublime Text	0
67_04/25/2020	WhatsApp	0
67_04/25/2020	iMovie	0
67_04/25/2020	zoom.us	0
68_04/26/2020	Adobe Illustrator CC 2018	3
68_04/26/2020	FaceTime	0
68_04/26/2020	Firefox	0
68_04/26/2020	Google Chrome	0
68_04/26/2020	InDesign CC	4
68_04/26/2020	Keynote	0
68_04/26/2020	Lightroom	7
68_04/26/2020	Mail	0
68_04/26/2020	Microsoft PowerPoint	0
68_04/26/2020	Microsoft Teams	0
68_04/26/2020	Pages	0
68_04/26/2020	Photoshop CC	15
68_04/26/2020	Safari	207
68_04/26/2020	Skype	0
68_04/26/2020	Sublime Text	126
68_04/26/2020	WhatsApp	11
68_04/26/2020	iMovie	0
68_04/26/2020	zoom.us	0
69_04/27/2020	Adobe Illustrator CC 2018	0
69_04/27/2020	FaceTime	0
69_04/27/2020	Firefox	0
69_04/27/2020	Google Chrome	0
69_04/27/2020	InDesign CC	0
69_04/27/2020	Keynote	0
69_04/27/2020	Lightroom	0
69_04/27/2020	Mail	0
69_04/27/2020	Microsoft PowerPoint	0
69_04/27/2020	Microsoft Teams	103
69_04/27/2020	Pages	1
69_04/27/2020	Photoshop CC	219
69_04/27/2020	Safari	386
69_04/27/2020	Skype	84
69_04/27/2020	Sublime Text	0
69_04/27/2020	WhatsApp	2
69_04/27/2020	iMovie	0
69_04/27/2020	zoom.us	0
70_04/28/2020	Adobe Illustrator CC 2018	0
70_04/28/2020	FaceTime	0
70_04/28/2020	Firefox	0
70_04/28/2020	Google Chrome	0
70_04/28/2020	InDesign CC	0
70_04/28/2020	Keynote	0
70_04/28/2020	Lightroom	0
70_04/28/2020	Mail	0
70_04/28/2020	Microsoft PowerPoint	0
70_04/28/2020	Microsoft Teams	0
70_04/28/2020	Pages	0
70_04/28/2020	Photoshop CC	70
70_04/28/2020	Safari	343
70_04/28/2020	Skype	48
70_04/28/2020	Sublime Text	217
70_04/28/2020	WhatsApp	1
70_04/28/2020	iMovie	3
70_04/28/2020	zoom.us	0
71_04/29/2020	Adobe Illustrator CC 2018	0
71_04/29/2020	FaceTime	0
71_04/29/2020	Firefox	0
71_04/29/2020	Google Chrome	0
71_04/29/2020	InDesign CC	0
71_04/29/2020	Keynote	0
71_04/29/2020	Lightroom	0
71_04/29/2020	Mail	0
71_04/29/2020	Microsoft PowerPoint	0
71_04/29/2020	Microsoft Teams	0
71_04/29/2020	Pages	0
71_04/29/2020	Photoshop CC	28
71_04/29/2020	Safari	326
71_04/29/2020	Skype	28
71_04/29/2020	Sublime Text	203
71_04/29/2020	WhatsApp	12
71_04/29/2020	iMovie	0
71_04/29/2020	zoom.us	124
72_04/30/2020	Adobe Illustrator CC 2018	117
72_04/30/2020	FaceTime	0
72_04/30/2020	Firefox	0
72_04/30/2020	Google Chrome	0
72_04/30/2020	InDesign CC	0
72_04/30/2020	Keynote	0
72_04/30/2020	Lightroom	0
72_04/30/2020	Mail	0
72_04/30/2020	Microsoft PowerPoint	0
72_04/30/2020	Microsoft Teams	0
72_04/30/2020	Pages	0
72_04/30/2020	Photoshop CC	107
72_04/30/2020	Safari	222
72_04/30/2020	Skype	120
72_04/30/2020	Sublime Text	37
72_04/30/2020	WhatsApp	0
72_04/30/2020	iMovie	0
72_04/30/2020	zoom.us	200
