day	app	value
66_04/29/2020	06_Microsoft Word	46
66_04/29/2020	07_Microsoft Teams	0
66_04/29/2020	08_WhatsApp	115
66_04/29/2020	09_Adobe Premiere Pro 2020	38
66_04/29/2020	10_zoom.us	0
66_04/29/2020	11_Photoshop	4
66_04/29/2020	12_Adobe After Effects	11
66_04/29/2020	13_Sparkle	0
66_04/29/2020	14_Mail	21
66_04/29/2020	15_Acrobat Pro DC	0
66_04/29/2020	16_Adobe Illustrator 2020	0
66_04/29/2020	17_QuickTime Player	2
67_04/30/2020	01_Safari	224
67_04/30/2020	02_InDesign	48
67_04/30/2020	03_Finder	38
67_04/30/2020	04_Sublime Text	184
67_04/30/2020	05_Skype	18
67_04/30/2020	06_Microsoft Word	0
67_04/30/2020	07_Microsoft Teams	0
67_04/30/2020	08_WhatsApp	68
67_04/30/2020	09_Adobe Premiere Pro 2020	0
67_04/30/2020	10_zoom.us	152
67_04/30/2020	11_Photoshop	1
67_04/30/2020	12_Adobe After Effects	6
67_04/30/2020	13_Sparkle	0
67_04/30/2020	14_Mail	4
67_04/30/2020	15_Acrobat Pro DC	0
67_04/30/2020	16_Adobe Illustrator 2020	0
67_04/30/2020	17_QuickTime Player	9
68_05/01/2020	01_Safari	314
68_05/01/2020	02_InDesign	48
68_05/01/2020	03_Finder	44
68_05/01/2020	04_Sublime Text	163
68_05/01/2020	05_Skype	90
68_05/01/2020	06_Microsoft Word	0
68_05/01/2020	07_Microsoft Teams	0
68_05/01/2020	08_WhatsApp	56
68_05/01/2020	09_Adobe Premiere Pro 2020	0
68_05/01/2020	10_zoom.us	0
68_05/01/2020	11_Photoshop	7
68_05/01/2020	12_Adobe After Effects	0
68_05/01/2020	13_Sparkle	0
68_05/01/2020	14_Mail	6
68_05/01/2020	15_Acrobat Pro DC	0
68_05/01/2020	16_Adobe Illustrator 2020	0
68_05/01/2020	17_QuickTime Player	6
69_05/02/2020	01_Safari	90
69_05/02/2020	02_InDesign	181
69_05/02/2020	03_Finder	15
69_05/02/2020	04_Sublime Text	41
69_05/02/2020	05_Skype	138
69_05/02/2020	06_Microsoft Word	0
69_05/02/2020	07_Microsoft Teams	0
69_05/02/2020	08_WhatsApp	29
69_05/02/2020	09_Adobe Premiere Pro 2020	0
69_05/02/2020	10_zoom.us	0
69_05/02/2020	11_Photoshop	1
69_05/02/2020	12_Adobe After Effects	51
69_05/02/2020	13_Sparkle	0
69_05/02/2020	14_Mail	4
69_05/02/2020	15_Acrobat Pro DC	2
69_05/02/2020	16_Adobe Illustrator 2020	0
69_05/02/2020	17_QuickTime Player	3
70_05/03/2020	01_Safari	77
70_05/03/2020	02_InDesign	456
70_05/03/2020	03_Finder	90
70_05/03/2020	04_Sublime Text	10
70_05/03/2020	05_Skype	118
70_05/03/2020	06_Microsoft Word	0
70_05/03/2020	07_Microsoft Teams	0
70_05/03/2020	08_WhatsApp	0
70_05/03/2020	09_Adobe Premiere Pro 2020	47
70_05/03/2020	10_zoom.us	0
70_05/03/2020	11_Photoshop	33
70_05/03/2020	12_Adobe After Effects	0
70_05/03/2020	13_Sparkle	0
70_05/03/2020	14_Mail	12
70_05/03/2020	15_Acrobat Pro DC	3
70_05/03/2020	16_Adobe Illustrator 2020	0
70_05/03/2020	17_QuickTime Player	7
71_05/04/2020	01_Safari	237
71_05/04/2020	02_InDesign	8
71_05/04/2020	03_Finder	15
71_05/04/2020	04_Sublime Text	39
71_05/04/2020	05_Skype	0
71_05/04/2020	06_Microsoft Word	10
71_05/04/2020	07_Microsoft Teams	270
71_05/04/2020	08_WhatsApp	63
71_05/04/2020	09_Adobe Premiere Pro 2020	0
71_05/04/2020	10_zoom.us	58
71_05/04/2020	11_Photoshop	0
71_05/04/2020	12_Adobe After Effects	0
71_05/04/2020	13_Sparkle	0
71_05/04/2020	14_Mail	5
71_05/04/2020	15_Acrobat Pro DC	0
71_05/04/2020	16_Adobe Illustrator 2020	0
71_05/04/2020	17_QuickTime Player	0
72_05/05/2020	01_Safari	231
72_05/05/2020	02_InDesign	144
72_05/05/2020	03_Finder	93
72_05/05/2020	04_Sublime Text	15
72_05/05/2020	05_Skype	40
72_05/05/2020	06_Microsoft Word	4
72_05/05/2020	07_Microsoft Teams	0
72_05/05/2020	08_WhatsApp	132
72_05/05/2020	09_Adobe Premiere Pro 2020	100
72_05/05/2020	10_zoom.us	0
72_05/05/2020	11_Photoshop	0
72_05/05/2020	12_Adobe After Effects	13
72_05/05/2020	13_Sparkle	0
72_05/05/2020	14_Mail	39
72_05/05/2020	15_Acrobat Pro DC	0
72_05/05/2020	16_Adobe Illustrator 2020	7
72_05/05/2020	17_QuickTime Player	2
73_05/06/2020	01_Safari	7
73_05/06/2020	02_InDesign	1
73_05/06/2020	03_Finder	0
73_05/06/2020	04_Sublime Text	0
73_05/06/2020	05_Skype	20
73_05/06/2020	06_Microsoft Word	0
73_05/06/2020	07_Microsoft Teams	0
73_05/06/2020	08_WhatsApp	20
73_05/06/2020	09_Adobe Premiere Pro 2020	0
73_05/06/2020	10_zoom.us	0
73_05/06/2020	11_Photoshop	0
73_05/06/2020	12_Adobe After Effects	0
73_05/06/2020	13_Sparkle	0
73_05/06/2020	14_Mail	2
73_05/06/2020	15_Acrobat Pro DC	0
73_05/06/2020	16_Adobe Illustrator 2020	0
73_05/06/2020	17_QuickTime Player	0
74_05/07/2020	01_Safari	166
74_05/07/2020	02_InDesign	5
74_05/07/2020	03_Finder	11
74_05/07/2020	04_Sublime Text	48
74_05/07/2020	05_Skype	0
74_05/07/2020	06_Microsoft Word	80
74_05/07/2020	07_Microsoft Teams	0
74_05/07/2020	08_WhatsApp	37
74_05/07/2020	09_Adobe Premiere Pro 2020	0
74_05/07/2020	10_zoom.us	78
74_05/07/2020	11_Photoshop	0
74_05/07/2020	12_Adobe After Effects	0
74_05/07/2020	13_Sparkle	0
74_05/07/2020	14_Mail	3
74_05/07/2020	15_Acrobat Pro DC	0
74_05/07/2020	16_Adobe Illustrator 2020	34
74_05/07/2020	17_QuickTime Player	0
75_05/08/2020	01_Safari	250
75_05/08/2020	02_InDesign	3
75_05/08/2020	03_Finder	24
75_05/08/2020	04_Sublime Text	36
75_05/08/2020	05_Skype	0
75_05/08/2020	06_Microsoft Word	1
75_05/08/2020	07_Microsoft Teams	0
75_05/08/2020	08_WhatsApp	82
75_05/08/2020	09_Adobe Premiere Pro 2020	0
75_05/08/2020	10_zoom.us	109
75_05/08/2020	11_Photoshop	0
75_05/08/2020	12_Adobe After Effects	0
75_05/08/2020	13_Sparkle	0
75_05/08/2020	14_Mail	3
75_05/08/2020	15_Acrobat Pro DC	0
75_05/08/2020	16_Adobe Illustrator 2020	23
75_05/08/2020	17_QuickTime Player	5
76_05/09/2020	01_Safari	203
76_05/09/2020	02_InDesign	157
76_05/09/2020	03_Finder	21
76_05/09/2020	04_Sublime Text	42
76_05/09/2020	05_Skype	165
76_05/09/2020	06_Microsoft Word	41
76_05/09/2020	07_Microsoft Teams	0
76_05/09/2020	08_WhatsApp	17
76_05/09/2020	09_Adobe Premiere Pro 2020	0
76_05/09/2020	10_zoom.us	0
76_05/09/2020	11_Photoshop	37
76_05/09/2020	12_Adobe After Effects	0
76_05/09/2020	13_Sparkle	0
76_05/09/2020	14_Mail	16
76_05/09/2020	15_Acrobat Pro DC	3
76_05/09/2020	16_Adobe Illustrator 2020	29
76_05/09/2020	17_QuickTime Player	3
77_05/10/2020	01_Safari	93
77_05/10/2020	02_InDesign	133
77_05/10/2020	03_Finder	38
77_05/10/2020	04_Sublime Text	0
77_05/10/2020	05_Skype	71
77_05/10/2020	06_Microsoft Word	9
77_05/10/2020	07_Microsoft Teams	0
77_05/10/2020	08_WhatsApp	38
77_05/10/2020	09_Adobe Premiere Pro 2020	0
77_05/10/2020	10_zoom.us	0
77_05/10/2020	11_Photoshop	4
77_05/10/2020	12_Adobe After Effects	105
77_05/10/2020	13_Sparkle	0
77_05/10/2020	14_Mail	5
77_05/10/2020	15_Acrobat Pro DC	18
77_05/10/2020	16_Adobe Illustrator 2020	9
77_05/10/2020	17_QuickTime Player	3
78_05/11/2020	01_Safari	3
78_05/11/2020	02_InDesign	35
78_05/11/2020	03_Finder	220
78_05/11/2020	04_Sublime Text	0
78_05/11/2020	05_Skype	0
78_05/11/2020	06_Microsoft Word	62
78_05/11/2020	07_Microsoft Teams	278
78_05/11/2020	08_WhatsApp	0
78_05/11/2020	09_Adobe Premiere Pro 2020	0
78_05/11/2020	10_zoom.us	0
78_05/11/2020	11_Photoshop	0
78_05/11/2020	12_Adobe After Effects	0
78_05/11/2020	13_Sparkle	0
78_05/11/2020	14_Mail	5
78_05/11/2020	15_Acrobat Pro DC	8
78_05/11/2020	16_Adobe Illustrator 2020	27
78_05/11/2020	17_QuickTime Player	9
79_05/12/2020	01_Safari	16
79_05/12/2020	02_InDesign	9
79_05/12/2020	03_Finder	36
79_05/12/2020	04_Sublime Text	0
79_05/12/2020	05_Skype	48
79_05/12/2020	06_Microsoft Word	0
79_05/12/2020	07_Microsoft Teams	0
79_05/12/2020	08_WhatsApp	0
79_05/12/2020	09_Adobe Premiere Pro 2020	260
79_05/12/2020	10_zoom.us	0
79_05/12/2020	11_Photoshop	0
79_05/12/2020	12_Adobe After Effects	0
79_05/12/2020	13_Sparkle	0
79_05/12/2020	14_Mail	0
79_05/12/2020	15_Acrobat Pro DC	2
79_05/12/2020	16_Adobe Illustrator 2020	0
79_05/12/2020	17_QuickTime Player	2
80_05/13/2020	01_Safari	157
80_05/13/2020	02_InDesign	4
80_05/13/2020	03_Finder	20
80_05/13/2020	04_Sublime Text	0
80_05/13/2020	05_Skype	0
80_05/13/2020	06_Microsoft Word	0
80_05/13/2020	07_Microsoft Teams	0
80_05/13/2020	08_WhatsApp	5
80_05/13/2020	09_Adobe Premiere Pro 2020	393
80_05/13/2020	10_zoom.us	0
80_05/13/2020	11_Photoshop	0
80_05/13/2020	12_Adobe After Effects	0
80_05/13/2020	13_Sparkle	0
80_05/13/2020	14_Mail	4
80_05/13/2020	15_Acrobat Pro DC	0
80_05/13/2020	16_Adobe Illustrator 2020	0
80_05/13/2020	17_QuickTime Player	5
81_05/14/2020	01_Safari	199
81_05/14/2020	02_InDesign	11
81_05/14/2020	03_Finder	46
81_05/14/2020	04_Sublime Text	53
81_05/14/2020	05_Skype	60
81_05/14/2020	06_Microsoft Word	1
81_05/14/2020	07_Microsoft Teams	0
81_05/14/2020	08_WhatsApp	63
81_05/14/2020	09_Adobe Premiere Pro 2020	56
81_05/14/2020	10_zoom.us	0
81_05/14/2020	11_Photoshop	4
81_05/14/2020	12_Adobe After Effects	0
81_05/14/2020	13_Sparkle	0
81_05/14/2020	14_Mail	1
81_05/14/2020	15_Acrobat Pro DC	3
81_05/14/2020	16_Adobe Illustrator 2020	37
81_05/14/2020	17_QuickTime Player	25
82_05/15/2020	01_Safari	284
82_05/15/2020	02_InDesign	11
82_05/15/2020	03_Finder	32
82_05/15/2020	04_Sublime Text	32
82_05/15/2020	05_Skype	112
82_05/15/2020	06_Microsoft Word	5
82_05/15/2020	07_Microsoft Teams	0
82_05/15/2020	08_WhatsApp	22
82_05/15/2020	09_Adobe Premiere Pro 2020	0
82_05/15/2020	10_zoom.us	0
82_05/15/2020	11_Photoshop	0
82_05/15/2020	12_Adobe After Effects	0
82_05/15/2020	13_Sparkle	0
82_05/15/2020	14_Mail	12
82_05/15/2020	15_Acrobat Pro DC	1
82_05/15/2020	16_Adobe Illustrator 2020	75
82_05/15/2020	17_QuickTime Player	0
83_05/16/2020	01_Safari	121
83_05/16/2020	02_InDesign	9
83_05/16/2020	03_Finder	21
83_05/16/2020	04_Sublime Text	83
83_05/16/2020	05_Skype	59
83_05/16/2020	06_Microsoft Word	0
83_05/16/2020	07_Microsoft Teams	0
83_05/16/2020	08_WhatsApp	15
83_05/16/2020	09_Adobe Premiere Pro 2020	0
83_05/16/2020	10_zoom.us	0
83_05/16/2020	11_Photoshop	0
83_05/16/2020	12_Adobe After Effects	0
83_05/16/2020	13_Sparkle	0
83_05/16/2020	14_Mail	0
83_05/16/2020	15_Acrobat Pro DC	0
83_05/16/2020	16_Adobe Illustrator 2020	4
83_05/16/2020	17_QuickTime Player	29
84_05/17/2020	01_Safari	292
84_05/17/2020	02_InDesign	2
84_05/17/2020	03_Finder	8
84_05/17/2020	04_Sublime Text	43
84_05/17/2020	05_Skype	5
84_05/17/2020	06_Microsoft Word	0
84_05/17/2020	07_Microsoft Teams	0
84_05/17/2020	08_WhatsApp	46
84_05/17/2020	09_Adobe Premiere Pro 2020	0
84_05/17/2020	10_zoom.us	0
84_05/17/2020	11_Photoshop	84
84_05/17/2020	12_Adobe After Effects	0
84_05/17/2020	13_Sparkle	0
84_05/17/2020	14_Mail	4
84_05/17/2020	15_Acrobat Pro DC	0
84_05/17/2020	16_Adobe Illustrator 2020	1
84_05/17/2020	17_QuickTime Player	0
85_05/18/2020	01_Safari	217
85_05/18/2020	02_InDesign	0
85_05/18/2020	03_Finder	7
85_05/18/2020	04_Sublime Text	67
85_05/18/2020	05_Skype	0
85_05/18/2020	06_Microsoft Word	8
85_05/18/2020	07_Microsoft Teams	0
85_05/18/2020	08_WhatsApp	0
85_05/18/2020	09_Adobe Premiere Pro 2020	0
85_05/18/2020	10_zoom.us	307
85_05/18/2020	11_Photoshop	0
85_05/18/2020	12_Adobe After Effects	0
85_05/18/2020	13_Sparkle	0
85_05/18/2020	14_Mail	2
85_05/18/2020	15_Acrobat Pro DC	0
85_05/18/2020	16_Adobe Illustrator 2020	28
85_05/18/2020	17_QuickTime Player	0
86_05/19/2020	01_Safari	173
86_05/19/2020	02_InDesign	0
86_05/19/2020	03_Finder	44
86_05/19/2020	04_Sublime Text	81
86_05/19/2020	05_Skype	3
86_05/19/2020	06_Microsoft Word	0
86_05/19/2020	07_Microsoft Teams	0
86_05/19/2020	08_WhatsApp	11
86_05/19/2020	09_Adobe Premiere Pro 2020	0
86_05/19/2020	10_zoom.us	270
86_05/19/2020	11_Photoshop	0
86_05/19/2020	12_Adobe After Effects	0
86_05/19/2020	13_Sparkle	0
86_05/19/2020	14_Mail	10
86_05/19/2020	15_Acrobat Pro DC	1
86_05/19/2020	16_Adobe Illustrator 2020	0
86_05/19/2020	17_QuickTime Player	26
87_05/20/2020	01_Safari	28
87_05/20/2020	02_InDesign	0
87_05/20/2020	03_Finder	9
87_05/20/2020	04_Sublime Text	12
87_05/20/2020	05_Skype	0
87_05/20/2020	06_Microsoft Word	0
87_05/20/2020	07_Microsoft Teams	0
87_05/20/2020	08_WhatsApp	11
87_05/20/2020	09_Adobe Premiere Pro 2020	0
87_05/20/2020	10_zoom.us	0
87_05/20/2020	11_Photoshop	0
87_05/20/2020	12_Adobe After Effects	0
87_05/20/2020	13_Sparkle	0
87_05/20/2020	14_Mail	0
87_05/20/2020	15_Acrobat Pro DC	0
87_05/20/2020	16_Adobe Illustrator 2020	1
87_05/20/2020	17_QuickTime Player	1
