day	app	value
59_04/14/2020	Adobe Illustrator 2019	0
59_04/14/2020	Adobe Premiere Pro CC 2019	0
59_04/14/2020	Anteprima	49
59_04/14/2020	Finder	256
59_04/14/2020	Foto	0
59_04/14/2020	Google Chrome	0
59_04/14/2020	InDesign	0
59_04/14/2020	Photoshop CC	0
59_04/14/2020	QuickTime Player	0
59_04/14/2020	Safari	41
59_04/14/2020	Skype	0
59_04/14/2020	Sublime Text	8
59_04/14/2020	Telegram	0
59_04/14/2020	TextEdit	7
59_04/14/2020	WhatsApp	0
60_04/15/2020	Adobe After Effects CC 2019 (16.1.1)	0
60_04/15/2020	Adobe Illustrator 2019	0
60_04/15/2020	Adobe Premiere Pro CC 2019	0
60_04/15/2020	Anteprima	0
60_04/15/2020	Finder	12
60_04/15/2020	Foto	0
60_04/15/2020	Google Chrome	0
60_04/15/2020	InDesign	0
60_04/15/2020	Photoshop CC	0
60_04/15/2020	QuickTime Player	0
60_04/15/2020	Safari	338
60_04/15/2020	Skype	0
60_04/15/2020	Sublime Text	0
60_04/15/2020	Telegram	0
60_04/15/2020	TextEdit	66
60_04/15/2020	WhatsApp	0
61_04/16/2020	Adobe After Effects CC 2019 (16.1.1)	0
61_04/16/2020	Adobe Illustrator 2019	0
61_04/16/2020	Adobe Premiere Pro CC 2019	0
61_04/16/2020	Anteprima	7
61_04/16/2020	Finder	22
61_04/16/2020	Foto	20
61_04/16/2020	Google Chrome	0
61_04/16/2020	InDesign	36
61_04/16/2020	Photoshop CC	0
61_04/16/2020	QuickTime Player	0
61_04/16/2020	Safari	232
61_04/16/2020	Skype	43
61_04/16/2020	Sublime Text	0
61_04/16/2020	Telegram	0
61_04/16/2020	TextEdit	162
61_04/16/2020	WhatsApp	12
62_04/17/2020	Adobe After Effects CC 2019 (16.1.1)	0
62_04/17/2020	Adobe Illustrator 2019	0
62_04/17/2020	Adobe Premiere Pro CC 2019	0
62_04/17/2020	Anteprima	0
62_04/17/2020	Finder	22
62_04/17/2020	Foto	0
62_04/17/2020	Google Chrome	0
62_04/17/2020	InDesign	2
62_04/17/2020	Photoshop CC	0
62_04/17/2020	QuickTime Player	52
62_04/17/2020	Safari	173
62_04/17/2020	Skype	0
62_04/17/2020	Sublime Text	0
62_04/17/2020	Telegram	0
62_04/17/2020	TextEdit	139
62_04/17/2020	WhatsApp	55
63_04/18/2020	Adobe After Effects CC 2019 (16.1.1)	0
63_04/18/2020	Adobe Illustrator 2019	0
63_04/18/2020	Adobe Premiere Pro CC 2019	0
63_04/18/2020	Anteprima	14
63_04/18/2020	Finder	2
63_04/18/2020	Foto	0
63_04/18/2020	Google Chrome	0
63_04/18/2020	InDesign	233
63_04/18/2020	Photoshop CC	0
63_04/18/2020	QuickTime Player	0
63_04/18/2020	Safari	72
63_04/18/2020	Skype	150
63_04/18/2020	Sublime Text	0
63_04/18/2020	Telegram	0
63_04/18/2020	TextEdit	25
63_04/18/2020	WhatsApp	19
64_04/19/2020	Adobe After Effects CC 2019 (16.1.1)	0
64_04/19/2020	Adobe Illustrator 2019	0
64_04/19/2020	Adobe Premiere Pro CC 2019	0
64_04/19/2020	Anteprima	12
64_04/19/2020	Finder	2
64_04/19/2020	Foto	18
64_04/19/2020	Google Chrome	0
64_04/19/2020	InDesign	36
64_04/19/2020	Photoshop CC	0
64_04/19/2020	QuickTime Player	61
64_04/19/2020	Safari	216
64_04/19/2020	Skype	8
64_04/19/2020	Sublime Text	0
64_04/19/2020	Telegram	0
64_04/19/2020	TextEdit	86
64_04/19/2020	WhatsApp	30
65_04/20/2020	Adobe After Effects CC 2019 (16.1.1)	0
65_04/20/2020	Adobe Illustrator 2019	3
65_04/20/2020	Adobe Premiere Pro CC 2019	0
65_04/20/2020	Anteprima	44
65_04/20/2020	Finder	44
65_04/20/2020	Foto	0
65_04/20/2020	Google Chrome	0
65_04/20/2020	InDesign	118
65_04/20/2020	Photoshop CC	5
65_04/20/2020	QuickTime Player	28
65_04/20/2020	Safari	247
65_04/20/2020	Skype	128
65_04/20/2020	Sublime Text	0
65_04/20/2020	Telegram	0
65_04/20/2020	TextEdit	0
65_04/20/2020	WhatsApp	96
66_04/21/2020	Adobe After Effects CC 2019 (16.1.1)	0
66_04/21/2020	Adobe Illustrator 2019	0
66_04/21/2020	Adobe Premiere Pro CC 2019	0
66_04/21/2020	Anteprima	51
66_04/21/2020	Finder	18
66_04/21/2020	Foto	0
66_04/21/2020	Google Chrome	0
66_04/21/2020	InDesign	374
66_04/21/2020	Photoshop CC	0
66_04/21/2020	QuickTime Player	0
66_04/21/2020	Safari	202
66_04/21/2020	Skype	0
66_04/21/2020	Sublime Text	0
66_04/21/2020	Telegram	0
66_04/21/2020	TextEdit	52
66_04/21/2020	WhatsApp	49
67_04/22/2020	Adobe After Effects CC 2019 (16.1.1)	0
67_04/22/2020	Adobe Illustrator 2019	50
67_04/22/2020	Adobe Premiere Pro CC 2019	19
67_04/22/2020	Anteprima	2
67_04/22/2020	Finder	21
67_04/22/2020	Foto	0
67_04/22/2020	Google Chrome	29
67_04/22/2020	InDesign	189
67_04/22/2020	Photoshop CC	8
67_04/22/2020	QuickTime Player	0
67_04/22/2020	Safari	165
67_04/22/2020	Skype	23
67_04/22/2020	Sublime Text	0
67_04/22/2020	Telegram	0
67_04/22/2020	TextEdit	14
67_04/22/2020	WhatsApp	25
68_04/23/2020	Adobe After Effects CC 2019 (16.1.1)	219
68_04/23/2020	Adobe Illustrator 2019	19
68_04/23/2020	Adobe Premiere Pro CC 2019	41
68_04/23/2020	Anteprima	10
68_04/23/2020	Finder	71
68_04/23/2020	Foto	3
68_04/23/2020	Google Chrome	0
68_04/23/2020	InDesign	20
68_04/23/2020	Photoshop CC	0
68_04/23/2020	QuickTime Player	23
68_04/23/2020	Safari	316
68_04/23/2020	Skype	15
68_04/23/2020	Sublime Text	0
68_04/23/2020	Telegram	1
68_04/23/2020	TextEdit	0
68_04/23/2020	WhatsApp	7
69_04/24/2020	Adobe After Effects CC 2019 (16.1.1)	23
69_04/24/2020	Adobe Illustrator 2019	0
69_04/24/2020	Adobe Premiere Pro CC 2019	0
69_04/24/2020	Anteprima	1
69_04/24/2020	Finder	46
69_04/24/2020	Foto	0
69_04/24/2020	Google Chrome	0
69_04/24/2020	InDesign	45
69_04/24/2020	Photoshop CC	53
69_04/24/2020	QuickTime Player	13
69_04/24/2020	Safari	544
69_04/24/2020	Skype	4
69_04/24/2020	Sublime Text	0
69_04/24/2020	Telegram	0
69_04/24/2020	TextEdit	0
69_04/24/2020	WhatsApp	4
70_04/25/2020	Adobe After Effects CC 2019 (16.1.1)	0
70_04/25/2020	Adobe Illustrator 2019	0
70_04/25/2020	Adobe Premiere Pro CC 2019	0
70_04/25/2020	Anteprima	0
70_04/25/2020	Finder	881
70_04/25/2020	Foto	0
70_04/25/2020	Google Chrome	0
70_04/25/2020	InDesign	0
70_04/25/2020	Photoshop CC	0
70_04/25/2020	QuickTime Player	0
70_04/25/2020	Safari	52
70_04/25/2020	Skype	0
70_04/25/2020	Sublime Text	0
70_04/25/2020	Telegram	0
70_04/25/2020	TextEdit	0
70_04/25/2020	WhatsApp	10
71_04/26/2020	Adobe After Effects CC 2019 (16.1.1)	0
71_04/26/2020	Adobe Illustrator 2019	0
71_04/26/2020	Adobe Premiere Pro CC 2019	0
71_04/26/2020	Anteprima	34
71_04/26/2020	Finder	712
71_04/26/2020	Foto	0
71_04/26/2020	Google Chrome	59
71_04/26/2020	InDesign	0
71_04/26/2020	Photoshop CC	0
71_04/26/2020	QuickTime Player	117
71_04/26/2020	Safari	57
71_04/26/2020	Skype	0
71_04/26/2020	Sublime Text	0
71_04/26/2020	Telegram	0
71_04/26/2020	TextEdit	87
71_04/26/2020	WhatsApp	0
72_04/27/2020	Adobe After Effects CC 2019 (16.1.1)	0
72_04/27/2020	Adobe Illustrator 2019	0
72_04/27/2020	Adobe Premiere Pro CC 2019	0
72_04/27/2020	Anteprima	3
72_04/27/2020	Finder	56
72_04/27/2020	Foto	0
72_04/27/2020	Google Chrome	35
72_04/27/2020	InDesign	82
72_04/27/2020	Photoshop CC	0
72_04/27/2020	QuickTime Player	0
72_04/27/2020	Safari	242
72_04/27/2020	Skype	84
72_04/27/2020	Sublime Text	76
72_04/27/2020	Telegram	0
72_04/27/2020	TextEdit	0
72_04/27/2020	WhatsApp	14
73_04/28/2020	Adobe After Effects CC 2019 (16.1.1)	0
73_04/28/2020	Adobe Illustrator 2019	0
73_04/28/2020	Adobe Premiere Pro CC 2019	0
73_04/28/2020	Anteprima	0
73_04/28/2020	Finder	30
73_04/28/2020	Foto	5
73_04/28/2020	Google Chrome	0
73_04/28/2020	InDesign	0
73_04/28/2020	Photoshop CC	0
73_04/28/2020	QuickTime Player	0
73_04/28/2020	Safari	468
73_04/28/2020	Skype	66
73_04/28/2020	Sublime Text	117
73_04/28/2020	Telegram	0
73_04/28/2020	TextEdit	0
73_04/28/2020	WhatsApp	12
74_04/29/2020	Adobe After Effects CC 2019 (16.1.1)	0
74_04/29/2020	Adobe Illustrator 2019	0
74_04/29/2020	Adobe Premiere Pro CC 2019	0
74_04/29/2020	Anteprima	5
74_04/29/2020	Finder	60
74_04/29/2020	Foto	0
74_04/29/2020	Google Chrome	0
74_04/29/2020	InDesign	0
74_04/29/2020	Photoshop CC	0
74_04/29/2020	QuickTime Player	24
74_04/29/2020	Safari	273
74_04/29/2020	Skype	75
74_04/29/2020	Sublime Text	42
74_04/29/2020	Telegram	0
74_04/29/2020	TextEdit	0
74_04/29/2020	WhatsApp	20
75_04/30/2020	Adobe After Effects CC 2019 (16.1.1)	0
75_04/30/2020	Adobe Illustrator 2019	83
75_04/30/2020	Adobe Premiere Pro CC 2019	0
75_04/30/2020	Anteprima	6
75_04/30/2020	Finder	40
75_04/30/2020	Foto	0
75_04/30/2020	Google Chrome	0
75_04/30/2020	InDesign	0
75_04/30/2020	Photoshop CC	0
75_04/30/2020	QuickTime Player	324
75_04/30/2020	Safari	168
75_04/30/2020	Skype	55
75_04/30/2020	Sublime Text	36
75_04/30/2020	Telegram	0
75_04/30/2020	TextEdit	0
75_04/30/2020	WhatsApp	24
76_05/01/2020	Adobe After Effects CC 2019 (16.1.1)	0
76_05/01/2020	Adobe Illustrator 2019	0
76_05/01/2020	Adobe Premiere Pro CC 2019	0
76_05/01/2020	Anteprima	23
76_05/01/2020	Finder	28
76_05/01/2020	Foto	1
76_05/01/2020	Google Chrome	131
76_05/01/2020	InDesign	13
76_05/01/2020	Photoshop CC	0
76_05/01/2020	QuickTime Player	24
76_05/01/2020	Safari	132
76_05/01/2020	Skype	37
76_05/01/2020	Sublime Text	2
76_05/01/2020	Telegram	0
76_05/01/2020	TextEdit	125
76_05/01/2020	WhatsApp	7
77_05/02/2020	Adobe After Effects CC 2019 (16.1.1)	0
77_05/02/2020	Adobe Illustrator 2019	0
77_05/02/2020	Adobe Premiere Pro CC 2019	7
77_05/02/2020	Anteprima	0
77_05/02/2020	Finder	29
77_05/02/2020	Foto	0
77_05/02/2020	Google Chrome	42
77_05/02/2020	InDesign	33
77_05/02/2020	Photoshop CC	0
77_05/02/2020	QuickTime Player	0
77_05/02/2020	Safari	253
77_05/02/2020	Skype	28
77_05/02/2020	Sublime Text	36
77_05/02/2020	Telegram	0
77_05/02/2020	TextEdit	53
77_05/02/2020	WhatsApp	6
78_05/03/2020	Adobe After Effects CC 2019 (16.1.1)	0
78_05/03/2020	Adobe Illustrator 2019	0
78_05/03/2020	Adobe Premiere Pro CC 2019	0
78_05/03/2020	Anteprima	2
78_05/03/2020	Finder	31
78_05/03/2020	Foto	0
78_05/03/2020	Google Chrome	49
78_05/03/2020	InDesign	103
78_05/03/2020	Photoshop CC	35
78_05/03/2020	QuickTime Player	0
78_05/03/2020	Safari	179
78_05/03/2020	Skype	148
78_05/03/2020	Sublime Text	58
78_05/03/2020	Telegram	3
78_05/03/2020	TextEdit	18
78_05/03/2020	WhatsApp	21
79_05/04/2020	Adobe After Effects CC 2019 (16.1.1)	0
79_05/04/2020	Adobe Illustrator 2019	0
79_05/04/2020	Adobe Premiere Pro CC 2019	0
79_05/04/2020	Anteprima	18
79_05/04/2020	Finder	24
79_05/04/2020	Foto	0
79_05/04/2020	Google Chrome	84
79_05/04/2020	InDesign	5
79_05/04/2020	Photoshop CC	0
79_05/04/2020	QuickTime Player	0
79_05/04/2020	Safari	153
79_05/04/2020	Skype	0
79_05/04/2020	Sublime Text	0
79_05/04/2020	Telegram	0
79_05/04/2020	TextEdit	124
79_05/04/2020	WhatsApp	3
80_05/05/2020	Adobe After Effects CC 2019 (16.1.1)	0
80_05/05/2020	Adobe Illustrator 2019	0
80_05/05/2020	Adobe Premiere Pro CC 2019	0
80_05/05/2020	Anteprima	0
80_05/05/2020	Finder	72
80_05/05/2020	Foto	0
80_05/05/2020	Google Chrome	46
80_05/05/2020	InDesign	0
80_05/05/2020	Photoshop CC	49
80_05/05/2020	QuickTime Player	99
80_05/05/2020	Safari	67
80_05/05/2020	Skype	61
80_05/05/2020	Sublime Text	1
80_05/05/2020	Telegram	0
80_05/05/2020	TextEdit	21
80_05/05/2020	WhatsApp	0
81_05/06/2020	Adobe After Effects CC 2019 (16.1.1)	0
81_05/06/2020	Adobe Illustrator 2019	0
81_05/06/2020	Adobe Premiere Pro CC 2019	0
81_05/06/2020	Anteprima	2
81_05/06/2020	Finder	46
81_05/06/2020	Foto	0
81_05/06/2020	Google Chrome	131
81_05/06/2020	InDesign	1
81_05/06/2020	Photoshop CC	0
81_05/06/2020	QuickTime Player	50
81_05/06/2020	Safari	139
81_05/06/2020	Skype	0
81_05/06/2020	Sublime Text	0
81_05/06/2020	Telegram	8
81_05/06/2020	TextEdit	117
81_05/06/2020	WhatsApp	0
82_05/07/2020	Adobe After Effects CC 2019 (16.1.1)	0
82_05/07/2020	Adobe Illustrator 2019	0
82_05/07/2020	Adobe Premiere Pro CC 2019	0
82_05/07/2020	Anteprima	2
82_05/07/2020	Finder	46
82_05/07/2020	Foto	0
82_05/07/2020	Google Chrome	171
82_05/07/2020	InDesign	0
82_05/07/2020	Photoshop CC	1
82_05/07/2020	QuickTime Player	48
82_05/07/2020	Safari	128
82_05/07/2020	Skype	70
82_05/07/2020	Sublime Text	50
82_05/07/2020	Telegram	7
82_05/07/2020	TextEdit	8
82_05/07/2020	WhatsApp	18
83_05/08/2020	Adobe After Effects CC 2019 (16.1.1)	0
83_05/08/2020	Adobe Illustrator 2019	0
83_05/08/2020	Adobe Premiere Pro CC 2019	0
83_05/08/2020	Anteprima	2
83_05/08/2020	Finder	72
83_05/08/2020	Foto	0
83_05/08/2020	Google Chrome	131
83_05/08/2020	InDesign	170
83_05/08/2020	Photoshop CC	0
83_05/08/2020	QuickTime Player	16
83_05/08/2020	Safari	138
83_05/08/2020	Skype	119
83_05/08/2020	Sublime Text	8
83_05/08/2020	Telegram	4
83_05/08/2020	TextEdit	0
83_05/08/2020	WhatsApp	22
84_05/09/2020	Adobe After Effects CC 2019 (16.1.1)	0
84_05/09/2020	Adobe Illustrator 2019	0
84_05/09/2020	Adobe Premiere Pro CC 2019	0
84_05/09/2020	Anteprima	3
84_05/09/2020	Finder	34
84_05/09/2020	Foto	0
84_05/09/2020	Google Chrome	0
84_05/09/2020	InDesign	2
84_05/09/2020	Photoshop CC	0
84_05/09/2020	QuickTime Player	203
84_05/09/2020	Safari	263
84_05/09/2020	Skype	10
84_05/09/2020	Sublime Text	7
84_05/09/2020	Telegram	9
84_05/09/2020	TextEdit	110
84_05/09/2020	WhatsApp	13
85_05/10/2020	Adobe After Effects CC 2019 (16.1.1)	0
85_05/10/2020	Adobe Illustrator 2019	48
85_05/10/2020	Adobe Premiere Pro CC 2019	0
85_05/10/2020	Anteprima	7
85_05/10/2020	Finder	23
85_05/10/2020	Foto	0
85_05/10/2020	Google Chrome	0
85_05/10/2020	InDesign	307
85_05/10/2020	Photoshop CC	0
85_05/10/2020	QuickTime Player	98
85_05/10/2020	Safari	121
85_05/10/2020	Skype	143
85_05/10/2020	Sublime Text	0
85_05/10/2020	Telegram	0
85_05/10/2020	TextEdit	0
85_05/10/2020	WhatsApp	6
