time	type	activeApp	leftMouseDown	leftMouseUp	rightMouseDown	rightMouseUp	mouseMoved	leftMouseDragged	rightMouseDragged	keyDown	keyUp	flagsChanged	scrollWheel
1584964607.217202	appActivated	Finder	3	3	0	0	356	2	0	1	1	2	0
1584964614.726125	appActivated	Photoshop	2	2	0	0	340	1	0	1	1	0	0
1584964617.223786	appActivated	Acrobat Pro DC	1	1	0	0	109	0	0	0	0	0	0
1584964624.872941	appActivated	Photoshop	1	1	0	0	249	0	0	0	0	0	249
1584964650.066197	appActivated	Acrobat Pro DC	9	9	0	0	1130	87	0	1	1	2	0
1584964678.516995	appActivated	Photoshop	5	5	0	0	1000	2	0	0	0	0	333
1584964695.276661	appActivated	Acrobat Pro DC	10	10	0	0	701	5	0	2	2	0	0
1584964775.776667	appActivated	Photoshop	12	11	0	0	1201	133	0	2	2	4	386
1584964778.738242	appActivated	Finder	1	1	0	0	171	0	0	0	0	0	0
1584964806.958437	appActivated	Acrobat Pro DC	13	14	1	1	1019	279	0	1	1	2	76
1584964812.421003	appActivated	Photoshop	1	1	0	0	215	0	0	0	0	0	98
1584964823.065493	appActivated	Acrobat Pro DC	8	8	0	0	534	3	0	0	0	0	0
1584964833.122656	appActivated	Photoshop	5	5	1	1	565	0	0	0	0	0	2
1584964851.834496	appActivated	Acrobat Pro DC	5	5	0	0	630	651	0	1	1	2	0
1584964867.552218	appActivated	Photoshop	2	1	0	0	428	0	0	1	1	2	100
1584964870.075254	appActivated	Finder	1	2	0	0	107	1	0	0	0	0	0
1584964891.279090	appActivated	Safari	11	11	0	0	851	83	0	2	2	0	175
1584974807.950932	willSleep	Safari	13	13	0	0	1507	4	0	15	15	0	127
1584974808.090674	screenDidSleep	Safari	0	0	0	0	0	0	0	0	0	0	0
1584974809.874368	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585001760.012125	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585001760.467902	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585001784.527910	appActivated	Safari	1	1	0	0	2	0	0	15	15	0	0
1585006366.114764	willSleep	Safari	20	20	0	0	2071	243	0	3	3	0	166
1585006366.116034	screenDidSleep	Safari	0	0	0	0	0	0	0	0	0	0	0
1585006367.569880	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585038866.605230	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585038866.634793	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585038944.496422	appActivated	Safari	1	1	0	0	0	0	0	0	0	0	0
1585044981.488141	appActivated	Acrobat Pro DC	172	172	0	0	21810	788	0	3889	3889	158	2003
1585045247.226571	appActivated	Finder	3	3	0	0	236	1	0	0	0	0	0
1585045248.406502	appActivated	Acrobat Pro DC	1	0	0	0	65	1	0	0	0	0	0
1585045255.497708	appActivated	Finder	4	5	0	0	410	2	0	0	0	0	0
1585045275.418907	appActivated	Acrobat Pro DC	6	6	0	0	599	83	0	4	4	2	73
1585045455.387185	appActivated	Safari	41	41	0	0	3406	19	0	116	116	2	4052
1585045639.331327	appActivated	Acrobat Pro DC	12	11	0	0	2880	1	0	28	28	0	37
1585045646.630980	appActivated	Finder	2	3	0	0	123	54	0	0	0	0	0
1585045675.655344	willSleep	Finder	3	3	0	0	373	2	0	11	11	0	0
1585045675.658621	screenDidSleep	Finder	0	0	0	0	0	0	0	0	0	0	0
1585045677.114470	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585062802.505231	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585062802.731050	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585062804.527019	appActivated	Finder	0	0	0	0	0	0	0	0	0	0	0
1585062827.774659	appActivated	Slack	7	7	1	1	587	318	0	0	0	0	0
1585062859.324730	appActivated	Finder	5	5	3	3	1311	1	0	0	0	0	2
1585062864.334492	appActivated	Photoshop	1	1	0	0	57	0	0	0	0	0	0
1585062889.448795	appActivated	Adobe Illustrator 2020	19	19	0	0	1314	5	0	0	0	0	0
1585062898.671467	appActivated	Google Chrome	2	2	0	0	315	1	0	0	0	0	0
1585062961.979226	appActivated	Safari	14	14	0	0	2075	2	0	0	0	0	208
1585068246.338275	appActivated	MobileDeviceUpdater	78	78	0	0	9980	292	0	73	73	8	2954
1585068250.243046	appActivated	Safari	1	1	0	0	181	0	0	0	0	0	0
1585069773.165929	appActivated	Google Chrome	65	65	0	0	8941	18	0	78	78	0	3414
1585071841.960961	appActivated	Safari	54	54	0	0	6965	12	0	15	15	0	10502
1585074146.089455	willSleep	Safari	41	41	0	0	7071	12	0	42	42	0	781
1585074146.120797	screenDidSleep	Safari	0	0	0	0	0	0	0	0	0	0	0
1585074147.487089	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585078031.641914	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585078031.685620	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585078808.559177	appActivated	Safari	1	1	0	0	0	0	0	0	0	0	0
1585080346.476789	appActivated	loginwindow	57	57	0	0	13167	88	0	44	44	4	4013
1585080347.195893	screenDidSleep	loginwindow	0	0	0	0	2	0	0	1	0	0	0
1585080359.830734	willSleep	loginwindow	0	0	0	0	24	0	0	0	1	2	0
1585080365.537331	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585080365.576854	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585080369.071451	appActivated	Safari	0	0	0	0	0	0	0	0	0	0	0
1585080373.755339	appActivated	Preferenze di Sistema	2	2	0	0	172	0	0	0	0	0	43
1585080381.654425	appActivated	Safari	4	4	0	0	312	1	0	0	0	0	0
1585080403.491884	willSleep	Safari	0	0	0	0	126	0	0	0	0	0	0
1585080403.499618	screenDidSleep	Safari	0	0	0	0	0	0	0	0	0	0	0
1585080404.929641	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585145285.939552	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585145286.047235	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585145291.252514	appActivated	Safari	0	0	0	0	0	0	0	0	0	0	0
1585150610.769943	appActivated	Creative Cloud	95	95	0	0	15499	64	0	30	30	2	11320
1585150656.953592	appActivated	Safari	8	8	0	0	893	103	0	16	16	0	677
1585150663.635112	appActivated	Creative Cloud	1	1	0	0	290	0	0	0	0	0	47
1585151468.830932	appActivated	Safari	8	8	0	0	1499	4	0	0	0	0	1255
1585152046.595896	appActivated	Finder	20	20	0	0	3801	154	0	7	7	0	818
1585152059.186676	appActivated	Safari	4	4	0	0	441	0	0	0	0	0	142
1585152219.135123	appActivated	Finder	10	10	0	0	1868	1	0	16	16	2	1261
1585152392.135960	appActivated	Google Chrome	36	36	3	3	3013	467	0	14	14	0	304
1585152417.236415	appActivated	Safari	3	3	0	0	675	2	0	0	0	0	451
1585154300.517259	appActivated	Preferenze di Sistema	69	69	0	0	10774	18	0	71	71	4	1281
1585159062.944093	appActivated	Safari	5	4	0	0	532	4	0	0	0	0	0
1585159353.140837	appActivated	Slack	6	7	0	0	1216	41	0	3	3	0	40
1585159458.362986	appActivated	Safari	1	0	0	0	155	1	0	0	0	0	96
1585160181.389871	appActivated	Finder	29	30	1	1	3823	76	0	37	37	0	130
1585160205.367322	appActivated	Safari	25	24	0	0	885	8	0	1	1	0	0
1585160966.779466	willSleep	Safari	4	5	0	0	444	0	0	11	11	0	0
1585160966.810908	screenDidSleep	Safari	0	0	0	0	0	0	0	0	0	0	0
1585160968.522872	appActivated	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585208261.039858	screenDidWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585208265.770652	didWake	loginwindow	0	0	0	0	0	0	0	0	0	0	0
1585208326.254937	appActivated	Safari	1	1	0	0	0	0	0	0	0	0	0
1585208334.331556	appActivated	Finder	2	1	0	0	360	1	0	0	0	0	0
1585208335.279171	appActivated	Slack	1	1	0	0	66	23	0	0	0	0	0
1585208351.137491	appActivated	Safari	1	2	0	0	258	0	0	0	0	0	0
1585208678.963492	appActivated	Slack	30	30	0	0	4031	7	0	17	17	0	467
1585208774.859672	appActivated	Safari	3	2	0	0	625	54	0	0	0	0	133
1585208784.200021	appActivated	Slack	3	4	0	0	302	0	0	0	0	0	0
1585208816.840224	appActivated	Safari	7	6	0	0	858	1	0	0	0	0	526
1585210590.165864	appActivated	Slack	54	55	0	0	5865	10	0	15	15	0	259
1585210630.575933	appActivated	Safari	3	2	0	0	758	83	0	0	0	0	2
1585210639.525013	appActivated	Photoshop	2	3	0	0	232	1	0	0	0	0	2
1585210643.165106	appActivated	Adobe Illustrator 2020	2	2	1	1	129	0	0	0	0	0	2
1585210652.563023	appActivated	Safari	3	3	1	1	326	1	0	0	0	0	2
1585211631.191200	appActivated	Slack	5	5	0	0	902	1	0	0	0	0	0
1585211634.748332	appActivated	Safari	1	0	0	0	133	0	0	0	0	0	40
1585211665.252021	appActivated	Slack	2	3	0	0	228	0	0	0	0	0	0
1585211686.411464	appActivated	Safari	2	1	0	0	292	0	0	35	35	0	0
1585211706.293717	appActivated	Slack	1	2	0	0	496	0	0	0	0	0	89
1585211710.696733	appActivated	Safari	1	0	0	0	209	0	0	0	0	0	45
1585211785.272039	appActivated	Slack	17	18	0	0	2126	4	0	14	14	0	2
1585211806.426866	appActivated	Safari	1	0	0	0	230	0	0	22	22	0	0
1585212033.985202	appActivated	Slack	1	2	0	0	183	0	0	0	0	0	0
1585212052.564997	appActivated	Safari	1	0	0	0	494	0	0	0	0	0	0
1585212224.961804	appActivated	Slack	12	13	0	0	1721	1	0	0	0	0	0
1585212292.695926	appActivated	Safari	1	0	0	0	264	1	0	125	125	0	0
1585212304.895531	appActivated	Slack	5	6	0	0	545	0	0	0	0	0	0
1585212315.089630	appActivated	Safari	1	0	0	0	190	0	0	11	11	0	0
1585212316.920020	appActivated	Slack	1	2	0	0	107	0	0	0	0	0	0
1585212318.609984	appActivated	Safari	1	0	0	0	88	0	0	0	0	0	0
1585213377.489858	appActivated	Slack	1	2	0	0	283	0	0	0	0	0	0
1585213422.074300	appActivated	Safari	1	0	0	0	1070	0	0	0	0	0	587
1585214116.801747	appActivated	App Store	12	13	0	0	1807	2	0	14	14	0	2134
1585214166.851529	appActivated	Slack	6	6	1	1	1162	1	0	0	0	0	2
1585214167.632029	appActivated	Preferenze di Sistema	1	0	0	0	67	0	0	0	0	0	0
1585214168.507628	appActivated	Slack	0	1	0	0	24	1	0	0	0	0	0
1585214177.638056	appActivated	Safari	2	2	0	0	524	0	0	0	0	0	0
1585214531.717898	appActivated	Slack	10	10	0	0	2805	3	0	0	0	0	482
1585214592.047739	appActivated	Safari	1	0	0	0	594	0	0	0	0	0	1569
1585215708.105919	appActivated	Note	28	29	1	1	3639	6	0	11	11	0	454
1585216903.363382	appActivated	Safari	10	9	0	0	1423	2	0	29	29	8	74
1585216965.807802	appActivated	Note	11	12	0	0	1428	4	0	28	28	2	0
1585216968.507086	appActivated	Google Chrome	2	2	0	0	158	0	0	0	0	0	0
1585216987.022366	appActivated	Safari	1	1	0	0	249	0	0	7	7	4	0
1585217184.426135	appActivated	XD	15	15	0	0	1782	4	0	8	8	0	68
1585217363.703244	appActivated	Safari	3	2	0	0	550	0	0	0	0	0	0
1585217708.636871	appActivated	Finder	48	49	0	0	5227	8	0	0	0	0	1592
1585218014.598968	appActivated	Pages	4	4	0	0	345	121	0	1	1	0	210
1585218035.188131	appActivated	Safari	3	2	0	0	459	126	0	7	7	4	76
1585218047.112012	appActivated	Pages	1	2	0	0	440	0	0	0	0	0	0
1585218234.726114	appActivated	Slack	3	3	0	0	1823	0	0	0	0	0	1111
1585218292.169864	appActivated	Pages	1	0	0	0	649	0	0	0	0	0	0
1585218294.007652	appActivated	Slack	1	1	0	0	96	0	0	0	0	0	0
1585218296.308052	appActivated	Safari	2	2	0	0	149	0	0	0	0	0	0
1585218329.342278	appActivated	Pages	7	8	0	0	992	4	0	0	0	0	0
1585218336.321615	appActivated	Safari	1	0	0	0	101	0	0	0	0	0	0
1585218340.908377	appActivated	Google Chrome	2	3	0	0	278	1	0	0	0	0	0
1585218478.342576	appActivated	Pages	5	5	0	0	2029	61	0	25	25	2	224
1585218496.505534	appActivated	Google Chrome	2	2	0	0	438	0	0	2	2	2	96
1585218513.804486	appActivated	Safari	1	1	0	0	223	0	0	0	0	0	0
1585218525.060790	appActivated	Google Chrome	3	3	0	0	411	1	0	0	0	0	0
1585218641.503490	appActivated	Pages	2	2	0	0	633	54	0	1	1	2	100
1585218672.638106	appActivated	Google Chrome	6	6	0	0	702	214	0	8	8	4	77
1585218676.879688	appActivated	Pages	1	1	0	0	225	1	0	1	1	2	0
1585218737.106576	appActivated	Google Chrome	8	8	0	0	1271	204	0	12	12	2	147
1585218801.808771	appActivated	Pages	2	2	0	0	442	58	0	1	1	2	41
1585218836.034779	appActivated	Google Chrome	3	3	0	0	423	0	0	3	3	2	419
1585218952.097426	appActivated	Pages	1	1	0	0	696	0	0	0	0	0	48
1585218966.929160	appActivated	Google Chrome	1	1	0	0	231	0	0	0	0	0	0
1585218977.108969	appActivated	Pages	2	2	0	0	376	79	0	1	1	2	0
1585218990.491494	appActivated	Google Chrome	6	5	0	0	531	68	0	3	3	2	0
1585218992.302316	appActivated	Safari	1	2	0	0	105	0	0	0	0	0	0
1585219045.230790	appActivated	Google Chrome	5	5	0	0	503	2	0	0	0	0	0
1585219085.675800	appActivated	Pages	2	2	0	0	462	118	0	1	1	2	0
1585219101.112894	appActivated	Google Chrome	7	7	0	0	483	53	0	2	2	2	0
1585219343.183003	appActivated	Pages	4	4	0	0	2400	226	0	1	1	2	313
1585219391.924671	appActivated	Google Chrome	12	12	0	0	843	290	0	4	4	2	362
1585219434.845758	appActivated	Pages	2	2	0	0	583	153	0	1	1	2	57
1585219559.074686	appActivated	Google Chrome	20	20	0	0	1576	167	0	15	15	6	973
1585219608.047724	appActivated	Pages	2	2	0	0	578	152	0	2	2	2	0
1585219649.611138	appActivated	Google Chrome	12	12	0	0	1124	91	0	6	6	2	268
1585219762.037345	appActivated	Safari	5	5	0	0	703	0	0	0	0	0	457
1585220021.392321	appActivated	Google Chrome	1	1	0	0	764	0	0	0	0	0	34
1585220104.166259	appActivated	Pages	3	3	0	0	578	323	0	2	2	4	404
1585220137.288901	appActivated	Google Chrome	9	8	0	0	789	62	0	7	7	2	189
1585220505.505025	appActivated	Pages	10	11	0	0	1554	520	0	22	22	2	1130
1585220527.464426	appActivated	Google Chrome	2	2	0	0	382	109	0	1	1	2	0
1585220550.840683	appActivated	Pages	2	2	0	0	232	390	0	1	1	2	0
1585220562.500110	appActivated	Google Chrome	2	2	0	0	345	1	0	3	3	2	0
1585220629.959346	appActivated	Pages	1	1	0	0	542	1	0	0	0	0	451
1585220682.805703	appActivated	Safari	10	10	0	0	1074	343	0	9	9	8	224
1585220686.905541	appActivated	Google Chrome	1	1	0	0	75	0	0	0	0	0	0
1585220810.712961	appActivated	Safari	6	6	0	0	1190	1	0	0	0	0	1293
1585220851.193511	appActivated	Google Chrome	3	3	0	0	612	1	0	0	0	0	0
1585220943.798212	appActivated	Safari	9	9	0	0	1253	63	0	82	82	0	402
1585221111.616250	appActivated	Google Chrome	5	5	0	0	928	3	0	0	0	0	50
1585221948.682557	appActivated	Safari	28	28	2	2	3333	64	0	24	24	0	2587
1585223571.926601	appActivated	Slack	4	4	0	0	743	0	0	0	0	0	0
1585223849.243593	appActivated	Pages	1	1	0	0	479	1	0	0	0	0	0
1585224090.277179	appActivated	XD	1	1	0	0	458	0	0	0	0	0	885
1585224864.475164	appActivated	Pages	152	152	1	1	10411	6990	0	61	61	65	2722
1585224897.165441	appActivated	XD	1	0	0	0	203	0	0	0	0	0	676
1585225064.222659	appActivated	Safari	50	51	1	1	4623	667	0	11	11	10	829
1585225070.126059	appActivated	Note	4	4	0	0	247	1	0	0	0	0	0
1585225071.575490	appActivated	Google Chrome	1	1	0	0	47	0	0	0	0	0	0
1585225095.237825	appActivated	UserNotificationCenter	4	4	0	0	464	0	0	9	9	2	0
1585225099.583005	appActivated	Google Chrome	1	1	0	0	183	1	0	0	0	0	0
1585225099.635417	appActivated	UserNotificationCenter	0	0	0	0	0	0	0	0	0	0	0
1585225100.781422	appActivated	Google Chrome	1	1	0	0	16	0	0	0	0	0	0
1585225291.911600	appActivated	Safari	8	8	0	0	1063	3	0	0	0	0	0
1585225317.580763	appActivated	Google Chrome	10	10	0	0	757	4	0	0	0	0	34
1585225390.124354	appActivated	Safari	4	4	0	0	485	0	0	0	0	0	29
1585225609.563241	appActivated	Google Chrome	12	12	1	1	2196	2	0	0	0	0	8282
1585226488.026751	appActivated	XD	54	54	0	0	7424	280	0	80	80	1	2552
1585226507.174405	appActivated	Pages	1	1	0	0	246	1	0	0	0	0	184
1585226518.478064	appActivated	XD	1	0	0	0	517	0	0	0	0	0	243
1585226544.373436	appActivated	Google Chrome	1	2	0	0	828	0	0	0	0	0	109
1585226561.931443	appActivated	XD	3	3	0	0	510	0	0	0	0	0	0
1585226643.878036	appActivated	Pages	1	1	0	0	1578	1	0	0	0	0	477
1585226670.434445	appActivated	XD	1	0	0	0	268	0	0	0	0	0	0
1585226700.884032	appActivated	Pages	1	2	0	0	171	1	0	0	0	0	895
1585226732.079163	appActivated	XD	1	1	0	0	227	1	0	0	0	0	343
1585226783.688874	appActivated	Google Chrome	1	1	0	0	451	0	0	0	0	0	117
1585226785.926147	appActivated	Safari	1	1	0	0	143	1	0	0	0	0	0
1585226815.679643	appActivated	Google Chrome	1	1	0	0	260	1	0	0	0	0	937
1585227327.731472	appActivated	Slack	3	3	0	0	498	0	0	0	0	0	0
1585227331.931698	appActivated	Google Chrome	1	0	0	0	83	0	0	0	0	0	165
1585227883.236700	appActivated	XD	6	7	0	0	1210	3	0	0	0	0	0
1585227896.987376	appActivated	Google Chrome	2	2	0	0	558	1	0	0	0	0	0
1585227898.636286	appActivated	Safari	1	1	0	0	43	0	0	0	0	0	0
1585227903.187350	appActivated	Slack	3	3	0	0	262	0	0	0	0	0	0
1585227921.686873	appActivated	Google Chrome	1	1	0	0	762	0	0	0	0	0	93
1585227937.187183	appActivated	Slack	1	1	0	0	297	1	0	0	0	0	0
1585227945.190690	appActivated	Google Chrome	1	0	0	0	182	0	0	0	0	0	0
1585228410.952149	appActivated	Slack	1	2	0	0	103	0	0	0	0	0	0
1585228491.185765	appActivated	Safari	1	1	0	0	841	0	0	0	0	0	611
1585228537.636620	appActivated	XD	5	5	0	0	840	4	0	0	0	0	1056
1585228561.833918	appActivated	Safari	13	12	0	0	1205	5	0	0	0	0	0
1585228568.532842	appActivated	Slack	3	3	0	0	280	1	0	0	0	0	0
1585228573.687243	appActivated	Google Chrome	1	1	0	0	250	1	0	0	0	0	0
1585228586.991179	appActivated	Slack	5	6	0	0	458	1	0	0	0	0	0
1585229544.208494	appActivated	Google Chrome	1	0	0	0	761	0	0	0	0	0	308
1585229554.653117	appActivated	Pages	3	4	0	0	456	1	0	0	0	0	0
1585229575.202959	appActivated	Google Chrome	1	1	0	0	195	0	0	0	0	0	459
1585229585.062840	appActivated	Safari	2	2	0	0	325	1	0	0	0	0	35
1585229703.560677	appActivated	Finder	12	12	0	0	1568	2	0	27	27	0	561
1585229706.861849	appActivated	Safari	0	0	0	0	0	0	0	0	0	0	0
1585229733.406160	appActivated	Google Chrome	4	4	0	0	658	127	0	0	0	0	0
1585230850.244913	appActivated	Safari	21	21	0	0	3057	42	0	94	94	6	1765
1585230896.393708	appActivated	InDesign	15	15	1	1	1486	1	0	0	0	0	6
1585231081.331509	appActivated	Google Chrome	14	14	0	0	2747	4	0	31	31	0	1367
1585231287.692188	appActivated	Slack	20	20	0	0	2991	33	0	50	50	8	624
1585231418.818708	appActivated	InDesign	1	0	0	0	760	0	0	169	169	2	63
1585231531.078550	appActivated	Safari	19	20	0	0	2409	4	0	0	0	0	619
1585231532.281811	appActivated	Google Chrome	1	1	0	0	33	0	0	0	0	0	0
1585231534.559640	appActivated	Safari	0	0	0	0	64	0	0	0	0	0	0
1585231535.877896	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585231536.563265	appActivated	Safari	0	0	0	0	0	0	0	0	0	0	0
1585231563.548389	appActivated	InDesign	4	4	0	0	763	232	0	0	0	0	0
1585232706.449676	appActivated	Google Chrome	12	12	0	0	1570	5	0	0	0	0	35
1585232740.571394	appActivated	Pages	4	4	0	0	697	33	0	30	30	0	113
1585232788.550501	appActivated	Google Chrome	14	14	0	0	1394	6	0	1	1	2	381
1585232789.265901	appActivated	InDesign	0	0	0	0	0	0	0	0	0	0	0
1585232789.947460	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585232792.064258	appActivated	Safari	0	0	0	0	16	0	0	0	0	0	0
1585232793.145906	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585232830.566673	appActivated	InDesign	3	3	0	0	795	25	0	15	15	0	64
1585232882.650773	appActivated	Safari	9	9	0	0	1300	3	0	0	0	0	45
1585232884.813569	appActivated	InDesign	0	0	0	0	18	0	0	0	0	0	0
1585232885.428826	appActivated	Pages	0	0	0	0	0	0	0	0	0	0	0
1585232886.478690	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585232887.711440	appActivated	Pages	0	0	0	0	0	0	0	0	0	0	31
1585232888.412294	appActivated	InDesign	0	0	0	0	0	0	0	0	0	0	0
1585232889.447964	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585232891.179084	appActivated	InDesign	0	0	0	0	0	0	0	0	0	0	0
1585232892.629736	appActivated	Google Chrome	0	0	0	0	0	0	0	0	0	0	0
1585232923.753206	appActivated	Finder	3	3	0	0	490	0	0	0	0	0	108
1585232932.066161	appActivated	Acrobat Pro DC	2	2	1	1	298	1	0	0	0	0	0
1585232950.992835	appActivated	Finder	6	6	0	0	754	2	0	0	0	0	0
1585232952.210437	appActivated	InDesign	1	1	0	0	67	0	0	0	0	0	0
1585232963.598649	appActivated	Finder	1	1	0	0	304	0	0	0	0	0	119
1585232973.777959	appActivated	InDesign	1	1	0	0	447	21	0	0	0	0	40
1585232979.212648	appActivated	Finder	2	2	0	0	352	0	0	0	0	0	0
1585232985.249012	appActivated	InDesign	4	4	0	0	265	1	0	0	0	0	0
1585232986.697325	appActivated	Finder	1	1	0	0	82	1	0	0	0	0	0
1585233020.610174	appActivated	InDesign	20	19	3	3	951	172	0	2	2	0	6
1585233149.048453	appActivated	Safari	96	97	0	0	2767	550	0	0	0	8	271
1585233154.447929	appActivated	Slack	3	3	0	0	264	3	0	0	0	0	0
1585233159.014706	appActivated	Safari	1	0	0	0	226	0	0	0	0	0	50
1585233160.160414	appActivated	InDesign	0	1	0	0	0	0	0	0	0	0	0
1585233160.858746	appActivated	Pages	0	0	0	0	0	0	0	0	0	0	0
1585233161.792558	appActivated	Finder	0	0	0	0	0	0	0	0	0	0	0
1585233162.924975	appActivated	InDesign	0	0	0	0	0	0	0	0	0	0	0
1585233165.043351	appActivated	Pages	0	0	0	0	0	0	0	0	0	0	0
1585233165.943088	appActivated	Finder	0	0	0	0	0	0	0	0	0	0	0
1585233166.655315	appActivated	Google Chrome	1	1	0	0	57	0	0	0	0	0	0
1585234397.305277	appActivated	InDesign	3	3	0	0	992	1	0	0	0	0	240
1585234778.018530	appActivated	Google Chrome	119	119	0	0	7811	1015	0	106	106	108	616
1585234868.669028	appActivated	InDesign	7	7	0	0	1093	26	0	44	44	0	231
1585234912.966899	appActivated	Finder	5	5	0	0	418	1	0	14	14	24	0
1585235143.303358	appActivated	InDesign	8	7	0	0	1084	2	0	3	3	0	6
1585235212.099402	appActivated	Finder	9	10	0	0	552	64	0	53	53	26	95
1585235218.860279	appActivated	InDesign	2	1	0	0	200	0	0	1	1	0	0
1585235812.786869	appActivated	Google Chrome	69	70	0	0	4207	1288	0	39	39	22	562
1585236011.334297	appActivated	InDesign	5	5	0	0	870	2	0	28	28	0	650
1585236059.261540	appActivated	Safari	3	3	0	0	391	0	0	1	1	0	51
1585236060.679773	appActivated	Google Chrome	1	1	0	0	46	0	0	0	0	0	0
1585236243.844130	appActivated	Slack	6	6	0	0	1080	46	0	6	6	0	1566
1585236251.436914	appActivated	Google Chrome	0	0	0	0	37	0	0	0	0	0	206
1585236265.966606	appActivated	Acrobat Pro DC	1	1	0	0	131	1	0	0	0	0	287
1585236311.807387	appActivated	Google Chrome	13	12	0	0	1086	0	0	0	0	0	624
1585236360.028295	appActivated	InDesign	2	3	0	0	346	0	0	0	0	0	246
1585236835.530717	appActivated	Google Chrome	84	84	0	0	6222	929	0	163	163	12	92
1585237369.078235	appActivated	InDesign	11	11	0	0	1278	1	0	13	13	0	740
1585237437.666992	appActivated	Google Chrome	1	1	0	0	224	1	0	0	0	0	114
1585237583.119372	appActivated	InDesign	5	5	0	0	936	1	0	0	0	0	1490
1585237594.489896	appActivated	Safari	1	1	0	0	293	0	0	0	0	0	0
1585237985.149781	appActivated	Google Chrome	63	63	0	0	6869	13	0	0	0	0	3057
1585238495.277811	appActivated	Safari	14	14	0	0	2615	21	0	33	33	0	1653
1585238568.209329	appActivated	Google Chrome	18	18	0	0	1897	3	0	8	8	0	53
1585238801.908069	appActivated	Safari	9	9	0	0	1718	4	0	50	50	0	423
1585239034.511053	appActivated	Google Chrome	14	14	1	1	2790	5	0	0	0	0	794
1585239605.733038	appActivated	InDesign	29	29	0	0	3873	105	0	48	48	0	3569
1585239723.470736	appActivated	Finder	42	42	0	0	2119	76	0	12	12	6	8
1585239731.207218	appActivated	InDesign	5	4	0	0	208	89	0	0	0	0	0
1585239891.983963	appActivated	Google Chrome	21	22	0	0	1694	746	0	33	33	44	124
1585239926.890287	appActivated	InDesign	1	1	0	0	105	0	0	0	0	0	404
1585239938.557087	appActivated	Google Chrome	3	3	0	0	380	0	0	4	4	0	0
1585239959.965711	appActivated	InDesign	1	1	0	0	133	0	0	0	0	0	643
1585239982.366364	appActivated	Google Chrome	8	8	0	0	677	38	0	10	10	0	0
1585239997.953511	appActivated	InDesign	1	1	0	0	157	0	0	0	0	0	119
1585240005.589143	appActivated	Google Chrome	2	2	0	0	281	0	0	5	5	0	0
1585240013.665635	appActivated	InDesign	1	1	0	0	98	0	0	0	0	0	108
1585240151.632621	appActivated	Google Chrome	40	40	0	0	2004	82	0	25	25	16	0
1585240729.097805	appActivated	InDesign	9	9	0	0	1088	73	0	45	45	0	265
1585241818.796347	appActivated	Finder	258	258	1	1	17680	3916	0	385	385	64	168
1585241826.308325	appActivated	Adobe Illustrator 2020	3	3	0	0	269	0	0	0	0	0	0
1585241879.936688	appActivated	Google Chrome	13	13	0	0	1097	6	0	1	1	0	4
1585242045.738998	appActivated	Adobe Illustrator 2020	27	27	0	0	3993	90	0	47	47	0	923
1585242091.617525	appActivated	Google Chrome	21	21	0	0	1329	544	0	6	6	4	23
1585242116.040726	appActivated	Adobe Illustrator 2020	4	4	0	0	721	1	0	0	0	0	0
1585242127.528718	appActivated	InDesign	4	4	0	0	392	1	0	0	0	0	0
1585242334.664647	appActivated	Adobe Illustrator 2020	50	49	0	0	4473	1267	0	67	67	50	386
1585242351.052267	appActivated	Finder	6	6	0	0	592	3	0	1	1	2	0
1585242355.216256	appActivated	InDesign	3	4	0	0	221	1	0	0	0	0	0
1585242392.141862	appActivated	Finder	18	17	0	0	1283	10	0	16	16	0	0
1585242398.791833	appActivated	Acrobat Pro DC	2	3	1	1	213	2	0	0	0	0	0
1585242443.649306	appActivated	Pages	11	11	0	0	994	5	0	0	0	0	27
